epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,14308.2,1.11555,0.7491,1.14731,0.77773,0.73068,0.78636,0.46107,1.30121,1.01893,1.21212,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125
55,14574.7,1.11785,0.74825,1.14567,0.78209,0.72428,0.78539,0.4609,1.30085,1.04368,1.21169,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
56,14841.3,1.11143,0.73319,1.13749,0.78175,0.73291,0.78707,0.46154,1.3064,1.01673,1.21796,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375
57,15103.3,1.10503,0.73,1.13849,0.79151,0.72428,0.78664,0.46036,1.30445,1.00041,1.22099,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
58,15373.8,1.10074,0.71815,1.13435,0.77251,0.73859,0.78915,0.46101,1.30295,0.98645,1.22169,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625,0.00883875,0.00294625
59,15642.4,1.08844,0.71094,1.12551,0.76731,0.73832,0.78638,0.46056,1.30649,0.98741,1.2254,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
60,15906.7,1.08221,0.69792,1.12216,0.78774,0.72588,0.78655,0.46043,1.31159,0.98816,1.22763,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875,0.00809625,0.00269875
61,16176.5,1.072,0.69162,1.11811,0.79568,0.71928,0.78562,0.46115,1.3095,0.98349,1.2276,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
62,16441.8,1.06253,0.68672,1.11048,0.79636,0.721,0.789,0.46258,1.30983,0.97685,1.23011,0.00735375,0.00245125,0.00735375,0.00245125,0.00735375,0.00245125,0.00735375,0.00245125
63,16711.3,1.05775,0.67956,1.10964,0.78853,0.73147,0.7893,0.46198,1.31059,0.97394,1.23069,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
64,16974.7,1.04542,0.66699,1.10349,0.79175,0.7236,0.78582,0.46063,1.31081,0.97653,1.23179,0.00661125,0.00220375,0.00661125,0.00220375,0.00661125,0.00220375,0.00661125,0.00220375
65,17241.9,1.03252,0.65621,1.0986,0.79414,0.72499,0.78678,0.4598,1.31276,0.96048,1.23357,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
66,17505.4,1.03365,0.65059,1.09488,0.79064,0.72388,0.78677,0.45887,1.31478,0.94934,1.23509,0.00586875,0.00195625,0.00586875,0.00195625,0.00586875,0.00195625,0.00586875,0.00195625
67,17772.7,1.02554,0.64398,1.09406,0.78909,0.72542,0.78664,0.45849,1.31655,0.94339,1.23626,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
68,18038.9,1.01873,0.63742,1.08414,0.80126,0.71947,0.7876,0.45908,1.31748,0.94329,1.23758,0.00512625,0.00170875,0.00512625,0.00170875,0.00512625,0.00170875,0.00512625,0.00170875
69,18308.1,1.00921,0.62821,1.0835,0.79885,0.72145,0.78686,0.45825,1.3182,0.94412,1.2383,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
70,18573.2,1.00935,0.63093,1.08265,0.79688,0.72215,0.78657,0.45765,1.31853,0.94391,1.24004,0.00438375,0.00146125,0.00438375,0.00146125,0.00438375,0.00146125,0.00438375,0.00146125
71,18833.9,0.99895,0.56454,1.06577,0.78678,0.72833,0.78618,0.45751,1.32017,0.94224,1.24252,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
72,19095.6,0.97631,0.53661,1.0545,0.78239,0.73429,0.78647,0.45732,1.32,0.94079,1.24261,0.00364125,0.00121375,0.00364125,0.00121375,0.00364125,0.00121375,0.00364125,0.00121375
73,19354.8,0.95877,0.52378,1.04654,0.78094,0.73393,0.78614,0.45733,1.31801,0.93739,1.24284,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
74,19613.1,0.95045,0.51959,1.03927,0.77519,0.74047,0.78615,0.45613,1.31851,0.93461,1.24459,0.00289875,0.00096625,0.00289875,0.00096625,0.00289875,0.00096625,0.00289875,0.00096625
75,19875.8,0.94423,0.51466,1.03628,0.77381,0.74171,0.78573,0.45644,1.31674,0.93366,1.24396,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
76,20138,0.92527,0.4986,1.02579,0.77587,0.74043,0.78524,0.45645,1.31699,0.93464,1.24503,0.00215625,0.00071875,0.00215625,0.00071875,0.00215625,0.00071875,0.00215625,0.00071875
77,20396.7,0.91658,0.49741,1.02797,0.77402,0.7422,0.78385,0.45598,1.3179,0.9346,1.24743,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
78,20655.1,0.90486,0.4859,1.01926,0.77301,0.7399,0.78242,0.45484,1.31886,0.93552,1.24946,0.00141375,0.00047125,0.00141375,0.00047125,0.00141375,0.00047125,0.00141375,0.00047125
79,20917.8,0.89989,0.48199,1.01515,0.77431,0.73964,0.78168,0.45455,1.31961,0.93514,1.25105,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
80,21178.8,0.88971,0.47245,1.00916,0.77418,0.73879,0.78131,0.45504,1.31968,0.9357,1.25222,0.00067125,0.00022375,0.00067125,0.00022375,0.00067125,0.00022375,0.00067125,0.00022375
